Name,Rating,Date,Title,Review,Product_url,Label
Anna,5,05/08/2024,very beautiful,"The secret is to order 1 or 2 sizes above your size,aside from that ,it fits perfectly,it looks so different,I kept getting compliments from friends whenever I put it on,do not hesitate 
Just get it",https://www.jumia.com.ng/fashion-2022-womens-casual-shoes-high-heels-black-67524153.html,
judith,4,05/08/2024,good quality product,It fits perfectly and it's quality is very good quality,https://www.jumia.com.ng/fashion-2022-womens-casual-shoes-high-heels-black-67524153.html,
Comfort,5,01/08/2024,I got want I wanted,"The product is indeed nice, but remember to order two sizes larger than your usual size.",https://www.jumia.com.ng/fashion-2022-womens-casual-shoes-high-heels-black-67524153.html,
Brizzy,2,09/08/2024,its beautiful,"The leather ain't strong enough but my gf loves it, it's beautiful tho",https://www.jumia.com.ng/eilifinte-b12-ladies-high-quality-pu-shoulder-handbag-black-143014261.html,
Amarachi,3,06/08/2024,Quality not so good.,It can contain my laptop I'll manage it.,https://www.jumia.com.ng/eilifinte-b12-ladies-high-quality-pu-shoulder-handbag-black-143014261.html,
Taiwo Adebayo,2,02/08/2024,Hmm,"Not what I expected saa 
I’m planning on giving it out",https://www.jumia.com.ng/eilifinte-b12-ladies-high-quality-pu-shoulder-handbag-black-143014261.html,
Emmanuel,5,08/08/2024,it looksgood,Good shoe,https://www.jumia.com.ng/ashion-2024-new-mens-trendy-sneakers-stylish-colors-breathable-and-durable-255280837.html,
Precious Nosa,5,02/08/2024,Exactly what i ordered,Very fine and authentic but i just bought it i dunno how long it might last for,https://www.jumia.com.ng/ashion-2024-new-mens-trendy-sneakers-stylish-colors-breathable-and-durable-255280837.html,
Kimberly,5,01/08/2024,very nice,My son likes it,https://www.jumia.com.ng/ashion-2024-new-mens-trendy-sneakers-stylish-colors-breathable-and-durable-255280837.html,
Esther,3,05/08/2024,good,Good,https://www.jumia.com.ng/fashion-ladies-sneakers-breathable-and-antiskid-for-women-sports-shoes-black-70193744.html,
Joda,5,15/07/2024,✨✨,"This was very durable indeed, still in good shape even after a whole year of continuous usage✊????",https://www.jumia.com.ng/fashion-ladies-sneakers-breathable-and-antiskid-for-women-sports-shoes-black-70193744.html,
Promise,5,05/07/2024,Smart,Easy slip in for me and it's smartness.,https://www.jumia.com.ng/fashion-ladies-sneakers-breathable-and-antiskid-for-women-sports-shoes-black-70193744.html,
Grant chindo,3,05/08/2024,Not too strong bt worth the price,Make it stronger,https://www.jumia.com.ng/fashion-men-bags-backpacks-school-bags-laptop-bags-bookbags-satchel-70803171.html,
Alli,5,31/07/2024,Nice,Nice,https://www.jumia.com.ng/fashion-men-bags-backpacks-school-bags-laptop-bags-bookbags-satchel-70803171.html,
Vanessa Shirsha,5,29/07/2024,The sewing is really neat,It’s perfect I love it,https://www.jumia.com.ng/fashion-men-bags-backpacks-school-bags-laptop-bags-bookbags-satchel-70803171.html,
Lawrence Akilo,5,08/08/2024,fits,Superb with the price,https://www.jumia.com.ng/ashion-2024-mens-casual-shoes-popular-colour-design-sneakers-257200518.html,
Bamidele,4,05/08/2024,I like it. Cook,The product is cool but there's nothing bad in improvement often and often. There is need for better and more reliable products.,https://www.jumia.com.ng/ashion-2024-mens-casual-shoes-popular-colour-design-sneakers-257200518.html,
YUSUF,5,28/07/2024,Size is bad,Good quality but too small,https://www.jumia.com.ng/ashion-2024-mens-casual-shoes-popular-colour-design-sneakers-257200518.html,
Salihu Shero,3,06/08/2024,fashion bracelets,Good,https://www.jumia.com.ng/fashion-2pcs-couple-bracelets-2-matching-yin-yang-hand-golden-109310083.html,
Tope,3,19/07/2024,Small,Tinier than expected,https://www.jumia.com.ng/fashion-2pcs-couple-bracelets-2-matching-yin-yang-hand-golden-109310083.html,
Aondohemba,5,18/07/2024,rate,It seems solid,https://www.jumia.com.ng/fashion-2pcs-couple-bracelets-2-matching-yin-yang-hand-golden-109310083.html,
Samuel,4,05/08/2024,Wow,It's durable and servers well,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-whiteblack-277286917.html,
Sikiru,5,01/08/2024,Good,The shoe is good product value for money,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-whiteblack-277286917.html,
RUTH,5,29/07/2024,ok,It's light weight,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-whiteblack-277286917.html,
unclebubu,3,09/08/2024,poor Ring description,The bracelet is okay but it would have been better to say that the Ring is silver colour.,https://www.jumia.com.ng/fashion-feng-shui-pixiu-obsidian-stone-wealth-bracelet-ring-set-211105788.html,
Innocent,1,05/08/2024,Not quality,It started fading from the first day I wore it. It's below quality,https://www.jumia.com.ng/fashion-feng-shui-pixiu-obsidian-stone-wealth-bracelet-ring-set-211105788.html,
Vivian,1,01/08/2024,how will i use the ring,"What I ordered was not the original one 
And no instruction on how to use it",https://www.jumia.com.ng/fashion-feng-shui-pixiu-obsidian-stone-wealth-bracelet-ring-set-211105788.html,
Olabisi,5,09/08/2024,Perfect and classy,"Delivered exactly as seen,my dad love it.hubby also ordered for one,it’s a beautiful and classy watch",https://www.jumia.com.ng/nepic-modern-luxury-black-leather-wrist-watch-for-men-by-nelpicter-91552472.html,
Titi,4,07/08/2024,I LIKE IT,I LIKE IT,https://www.jumia.com.ng/nepic-modern-luxury-black-leather-wrist-watch-for-men-by-nelpicter-91552472.html,
John Victor,5,29/07/2024,I like it,???? as ordered,https://www.jumia.com.ng/nepic-modern-luxury-black-leather-wrist-watch-for-men-by-nelpicter-91552472.html,
Atuke John,4,05/08/2024,Best,Just as expected,https://www.jumia.com.ng/cloudoon-mens-summer-breathable-boxer-briefs-mens-fashion-221797286.html,
Sunny,5,22/07/2024,perfect,It is what it says it is. An excellent piece of material,https://www.jumia.com.ng/cloudoon-mens-summer-breathable-boxer-briefs-mens-fashion-221797286.html,
Chukwuma,4,15/07/2024,Soft,Material make is breathable and smooth on the skin. Nice product,https://www.jumia.com.ng/cloudoon-mens-summer-breathable-boxer-briefs-mens-fashion-221797286.html,
FADHLULLAH,5,05/08/2024,the quality,Looks nice than picture I love it,https://www.jumia.com.ng/fashion-b008-elegant-female-crystal-bracelet-transparent-95207873.html,
Sunce,5,23/07/2024,the sliver stones,The light it shines,https://www.jumia.com.ng/fashion-b008-elegant-female-crystal-bracelet-transparent-95207873.html,
Ivy,5,19/07/2024,Love itttt,Exactly what I ordered.,https://www.jumia.com.ng/fashion-b008-elegant-female-crystal-bracelet-transparent-95207873.html,
Gift,5,09/08/2024,beautiful,I love it,https://www.jumia.com.ng/vejaro-gt03-3-in-1-girls-pajamas-short-pants-set-blackgreywhite-122251058.html,
DUKE,5,08/08/2024,very cozy,"The texture is lovely, only the grey is woolly but they all feel very nice against a soft bum lol. She absolutely loves them.",https://www.jumia.com.ng/vejaro-gt03-3-in-1-girls-pajamas-short-pants-set-blackgreywhite-122251058.html,
cynthia cynthia,5,07/08/2024,Very comfy,Nice shorts,https://www.jumia.com.ng/vejaro-gt03-3-in-1-girls-pajamas-short-pants-set-blackgreywhite-122251058.html,
Ibraheem,5,09/08/2024,Is nice,I like the fabrics,https://www.jumia.com.ng/fashion-mens-sport-outdoor-cotton-long-sleeve-hoodies-sportwear-warm-sweatshirts-101556589.html,
Adeyemi,4,25/07/2024,I like it,I like it,https://www.jumia.com.ng/fashion-mens-sport-outdoor-cotton-long-sleeve-hoodies-sportwear-warm-sweatshirts-101556589.html,
Ire,5,18/07/2024,GOOD MATERIAL,Nice and fitting,https://www.jumia.com.ng/fashion-mens-sport-outdoor-cotton-long-sleeve-hoodies-sportwear-warm-sweatshirts-101556589.html,
Grace,4,07/08/2024,I love it,It's as seen although it smaller in size. I ordered two sizes bigger than my normal shoe size and it fits perfectly.,https://www.jumia.com.ng/fashion-white-classic-sneakers-for-ladies-115086108.html,
Chioma,4,01/08/2024,i like it,"I like it, especially the heel.",https://www.jumia.com.ng/fashion-white-classic-sneakers-for-ladies-115086108.html,
Astra,3,23/07/2024,I like it,It's actually what I ordered I was given but I ordered EU 40 size 40. But was given size 41 which is not cool ..,https://www.jumia.com.ng/fashion-white-classic-sneakers-for-ladies-115086108.html,
udezue,2,01/08/2024,it's quite smaller,I bought an XL bought that's definitely not an XL,https://www.jumia.com.ng/fashion-mens-2-in-1-short-sleeved-t-shirtshorts-set-black-280635198.html,
Okolo Matthew,3,15/07/2024,My cloth,The black fade was not really the same as the one on the picture it look my h lighter,https://www.jumia.com.ng/fashion-mens-2-in-1-short-sleeved-t-shirtshorts-set-black-280635198.html,
Emmanuel,5,12/07/2024,Nice quality,"Good nylon quality, and smart on the body",https://www.jumia.com.ng/fashion-mens-2-in-1-short-sleeved-t-shirtshorts-set-black-280635198.html,
Adepoju,5,31/07/2024,Good,Fine,https://www.jumia.com.ng/el-vin-red-short-fashion-mpg1845297.html,
Ubebe,5,30/07/2024,good product,Quality and not breaching,https://www.jumia.com.ng/el-vin-red-short-fashion-mpg1845297.html,
Elkanah,5,17/07/2024,Wonderful,Very good,https://www.jumia.com.ng/el-vin-red-short-fashion-mpg1845297.html,
Anthony,5,15/07/2024,I love it,It was good,https://www.jumia.com.ng/fashion-couple-heart-necklace-243118783.html,
Mmaduabuchi,4,08/07/2024,Great ????,Good and is beautiful,https://www.jumia.com.ng/fashion-couple-heart-necklace-243118783.html,
Esther,4,08/07/2024,I like it,"The product is good even if I wasn't expecting chain , my partner loves it, I hope it doesn't fade",https://www.jumia.com.ng/fashion-couple-heart-necklace-243118783.html,
Ayo,5,08/08/2024,i liked it,i loved this,https://www.jumia.com.ng/fashion-mens-vintage-patterned-casual-short-sleeve-beach-shirts-46009668.html,
Fest,4,01/08/2024,good material,But very light weight. Good tho,https://www.jumia.com.ng/fashion-mens-vintage-patterned-casual-short-sleeve-beach-shirts-46009668.html,
Akingbolahan,5,26/07/2024,Nice,Material nice for the price,https://www.jumia.com.ng/fashion-mens-vintage-patterned-casual-short-sleeve-beach-shirts-46009668.html,
Pumba,4,09/08/2024,Beautiful On the Wrist,"It looked beautiful on my wrist 
Is a lovely watch to have",https://www.jumia.com.ng/generic-fashion-mens-diamond-gold-watch-business-calendar-waterproof-quartz-wrist-watch-268610179.html,
Ajana Oluwatimilehin,4,07/08/2024,lovely,Thumbs up,https://www.jumia.com.ng/generic-fashion-mens-diamond-gold-watch-business-calendar-waterproof-quartz-wrist-watch-268610179.html,
U R B A N,5,02/08/2024,Nice wristwatch,"Exactly what i ordered, love the look and sleekness",https://www.jumia.com.ng/generic-fashion-mens-diamond-gold-watch-business-calendar-waterproof-quartz-wrist-watch-268610179.html,
Oluwafemi,5,24/06/2024,Good,Looks ok for the price,https://www.jumia.com.ng/fashion-mens-polos-shirts-lapel-neck-short-sleeve-t-shirt-267394624.html,
Ejike,1,09/08/2024,It is not working. I don't like it,The battery is dead already and I don't know where to get another battery. I am disappointed,https://www.jumia.com.ng/fashion-leather-strap-mens-sport-watch-brown-257197732.html,
Rume,5,22/07/2024,sport men watch,"My husband wears it everyday,so it gives me joy he likes it",https://www.jumia.com.ng/fashion-leather-strap-mens-sport-watch-brown-257197732.html,
Zion,5,29/02/2024,I like it,Good watch,https://www.jumia.com.ng/fashion-leather-strap-mens-sport-watch-brown-257197732.html,
PATIENCE,5,22/07/2024,not exactly what i expected,The picture is awesome. But the product in itself is not as it is in picture. The leathers I received was faded and peeling. Dissatisfied,https://www.jumia.com.ng/fashion-4-in-1-retro-braided-adjustable-hand-bracelets-black-209893538.html,
Moses,5,15/07/2024,hand bracelets,"Is ok,but still need some improvement",https://www.jumia.com.ng/fashion-4-in-1-retro-braided-adjustable-hand-bracelets-black-209893538.html,
Obinna,1,03/07/2024,I don’t like it,Very poor quality,https://www.jumia.com.ng/fashion-4-in-1-retro-braided-adjustable-hand-bracelets-black-209893538.html,
Korode,5,05/08/2024,mens shoes,Very good and well packaged,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-blackred-277285626.html,
RUTH,5,29/07/2024,love it,Ok,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-blackred-277285626.html,
Gbenga,5,17/07/2024,the sole is strong and last longer,Its the sole oo,https://www.jumia.com.ng/fashion-mens-mesh-sneakers-casual-sports-shoes-blackred-277285626.html,
Apostle Samson,4,02/08/2024,Mens loafers,"A smart, clean, elegant n 
light sneakers",https://www.jumia.com.ng/ashion-mens-casual-slip-on-loafers-breathable-and-lightweight-non-slip-shoes-256488807.html,
Folorunsho,5,29/07/2024,Testimony,It is so simple decent and light weight.,https://www.jumia.com.ng/ashion-mens-casual-slip-on-loafers-breathable-and-lightweight-non-slip-shoes-256488807.html,
Alabi,5,18/07/2024,Good,Fine,https://www.jumia.com.ng/ashion-mens-casual-slip-on-loafers-breathable-and-lightweight-non-slip-shoes-256488807.html,
Chinwendu,3,18/07/2024,it wasover size,It was over size,https://www.jumia.com.ng/fashion-feng-shui-black-obsidian-wealth-bracelet-45822476.html,
Gbenga,5,04/07/2024,Order,Seen as ordered,https://www.jumia.com.ng/fashion-feng-shui-black-obsidian-wealth-bracelet-45822476.html,
Promise,3,18/06/2024,beautiful,Receive complements on thos beautiful bracelet...delivered just as in the picture,https://www.jumia.com.ng/fashion-feng-shui-black-obsidian-wealth-bracelet-45822476.html,
Grant chindo,1,05/08/2024,Not too strong,"Wristwatch not strong , the hook keeps removing",https://www.jumia.com.ng/fashion-men-classy-black-wristwatch-and-bracelets-76637654.html,
Ezeatuegwu,5,02/08/2024,how good it is,It is a cool watch,https://www.jumia.com.ng/fashion-men-classy-black-wristwatch-and-bracelets-76637654.html,
Aderemi,4,25/07/2024,I like it,"Not exactly what I ordered anyways,",https://www.jumia.com.ng/fashion-men-classy-black-wristwatch-and-bracelets-76637654.html,
Christian,5,05/08/2024,I love it,Super good and free in the leg,https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-popular-colour-design-sneakers-big-size-39-47-261707476.html,
Damian,4,05/08/2024,It looks exactly as seen on display picture,I LIKE IT. I PRAY IT LASTS,https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-popular-colour-design-sneakers-big-size-39-47-261707476.html,
Michael,5,01/08/2024,nice,I love it,https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-popular-colour-design-sneakers-big-size-39-47-261707476.html,
Charles,5,26/06/2024,Beautiful,Really beautiful,https://www.jumia.com.ng/fashion-womens-sexy-star-moon-double-layer-vertical-drop-silver-141593677.html,
Adesola,5,13/06/2024,Satisfied,Delivered as seen,https://www.jumia.com.ng/fashion-womens-sexy-star-moon-double-layer-vertical-drop-silver-141593677.html,
Esther,4,18/12/2023,I love it,Exactly what I ordered... Even nicer,https://www.jumia.com.ng/fashion-womens-sexy-star-moon-double-layer-vertical-drop-silver-141593677.html,
ADIE,5,08/08/2024,Fashion Shoes,It's nice and cosy,https://www.jumia.com.ng/fashion-mens-leather-shoes-casual-moccasins-loafers-black-173382955.html,
EKETU,5,31/07/2024,Quality worth more than the money,Is superb,https://www.jumia.com.ng/fashion-mens-leather-shoes-casual-moccasins-loafers-black-173382955.html,
Olayinka Iyanu,5,31/07/2024,Durable,It is best fit for my suit,https://www.jumia.com.ng/fashion-mens-leather-shoes-casual-moccasins-loafers-black-173382955.html,
Bae Patty,3,09/08/2024,Nice quality,It’s perfect,https://www.jumia.com.ng/generic-2023-vintage-casual-shoes-men-canvas-sneakers-226136542.html,
Awotile,5,07/08/2024,I love it,I love it,https://www.jumia.com.ng/generic-2023-vintage-casual-shoes-men-canvas-sneakers-226136542.html,
Chinedu Bonventure,5,07/08/2024,mr,"Is good , but it has a problem in size, 44 is very small",https://www.jumia.com.ng/generic-2023-vintage-casual-shoes-men-canvas-sneakers-226136542.html,
Thelma,4,25/07/2024,Like it,Just as seen,https://www.jumia.com.ng/vejaro-n02-female-silk-lace-lingerie-suit-pajamas-black-79585621.html,
Fadilat,3,22/07/2024,Not bad,But wasn't as quality as I expected,https://www.jumia.com.ng/vejaro-n02-female-silk-lace-lingerie-suit-pajamas-black-79585621.html,
Felixayo Ikulagba,5,18/07/2024,Vejaro female silk lace.,"Far too small for my Consumption, I couldn't use it for the purpose it was meant for, it's only good for student of about 12 to 18 years.Not gud for adult.",https://www.jumia.com.ng/vejaro-n02-female-silk-lace-lingerie-suit-pajamas-black-79585621.html,
Stephen,4,07/08/2024,good product,Soft and nice material,https://www.jumia.com.ng/vejaro-p08-ladies-seamless-soft-panties-6-in-1-88786218.html,
Kason,5,05/08/2024,Exactly as seen in the photo,I love it,https://www.jumia.com.ng/vejaro-p08-ladies-seamless-soft-panties-6-in-1-88786218.html,
